Prefix;Times;Long
2a01:0238:4284:0d0;1;18
2a01:0238:429c:4a0;1;18
2a01:0238:42b5:940;1;18
2a01:0238:42be:a60;1;18
2a01:0238:42c3:800;1;18
2a01:0238:42d5:b50;1;18
2a01:0238:4326:bd0;1;18
2a01:0238:4332:af0;1;18
2a01:0238:4359:f00;1;18
2a01:0238:4391:af0;1;18
2a01:0238:43b2:6a0;1;18
2a01:0238:43bc:d40;1;18
2a01:0238:43d0:6b0;1;18
2a01:0238:43e5:9a0;1;18
2a01:0238:43fb:9e0;1;18
2a01:0240:fedc:000;1;18
2a01:0260:0001:000;1;18
2a01:0260:1032:000;1;18
2a01:0300:0051:000;1;18
2a01:0348:0000:001;1;18
2a01:0348:01ea:fac;1;18
2a01:0360:0120:000;1;18
2a01:03b0:0a00:000;16;18
2a01:03b8:1089:aaa;1;18
2a01:0488:0042:100;842;18
2a01:0488:0043:000;1;18
2a01:0488:0066:100;28;18
2a01:0488:0067:100;11;18
2a01:04a0:0021:000;1;18
2a01:04a0:0054:000;1;18
2a01:04a0:2002:000;2;18
2a01:04a0:2002:214;1;18
2a01:04a0:2002:224;1;18
2a01:04d0:0600:007;1;18
2a01:04f8:007d:010;1;18
2a01:04f8:00a0:108;1;18
2a01:04f8:00a0:942;1;18
2a01:04f8:00b0:809;1;18
2a01:04f8:00b0:916;1;18
2a01:04f8:00b0:a08;1;18
2a01:04f8:00ba:030;1;18
2a01:04f8:0100:119;1;18
2a01:04f8:0100:22e;1;18
2a01:04f8:0100:320;1;18
2a01:04f8:0100:404;2;18
2a01:04f8:0100:51e;1;18
2a01:04f8:0100:61c;1;18
2a01:04f8:0100:64c;1;18
2a01:04f8:0101:032;1;18
2a01:04f8:0101:062;1;18
2a01:04f8:0101:103;1;18
2a01:04f8:0101:20a;2;18
2a01:04f8:0101:31e;1;18
2a01:04f8:0110:138;1;18
2a01:04f8:0120:128;1;18
2a01:04f8:0120:21e;1;18
2a01:04f8:0120:228;1;18
2a01:04f8:0120:23b;1;18
2a01:04f8:0120:32c;1;18
2a01:04f8:0120:844;1;18
2a01:04f8:0121:025;1;18
2a01:04f8:0121:100;1;18
2a01:04f8:0121:1ff;1;18
2a01:04f8:0121:232;2;18
2a01:04f8:0121:2ff;1;18
2a01:04f8:0121:524;1;18
2a01:04f8:0130:116;1;18
2a01:04f8:0130:224;1;18
2a01:04f8:0130:434;1;18
2a01:04f8:0130:548;1;18
2a01:04f8:0130:73a;1;18
2a01:04f8:0130:800;1;18
2a01:04f8:0130:81e;2;18
2a01:04f8:0131:14e;1;18
2a01:04f8:0131:204;1;18
2a01:04f8:0131:240;1;18
2a01:04f8:0131:418;1;18
2a01:04f8:0131:50e;1;18
2a01:04f8:0140:122;1;18
2a01:04f8:0140:140;1;18
2a01:04f8:0140:206;1;18
2a01:04f8:0140:322;1;18
2a01:04f8:0140:4ff;1;18
2a01:04f8:0140:842;1;18
2a01:04f8:0140:912;1;18
2a01:04f8:0141:04c;1;18
2a01:04f8:0141:232;1;18
2a01:04f8:0141:31a;1;18
2a01:04f8:0141:4ff;1;18
2a01:04f8:0141:53f;1;18
2a01:04f8:0150:114;1;18
2a01:04f8:0150:21c;1;18
2a01:04f8:0150:326;1;18
2a01:04f8:0150:538;1;18
2a01:04f8:0150:53a;1;18
2a01:04f8:0150:73a;1;18
2a01:04f8:0150:74a;1;18
2a01:04f8:0150:842;1;18
2a01:04f8:0151:11a;1;18
2a01:04f8:0151:13c;1;18
2a01:04f8:0151:308;1;18
2a01:04f8:0151:51a;1;18
2a01:04f8:0151:74b;1;18
2a01:04f8:0151:7ff;1;18
2a01:04f8:0151:84a;1;18
2a01:04f8:0160:20a;1;18
2a01:04f8:0160:30e;1;18
2a01:04f8:0160:40a;1;18
2a01:04f8:0160:513;1;18
2a01:04f8:0160:636;1;18
2a01:04f8:0160:704;1;18
2a01:04f8:0160:82e;1;18
2a01:04f8:0160:902;1;18
2a01:04f8:0161:002;1;18
2a01:04f8:0161:32a;1;18
2a01:04f8:0161:40c;1;18
2a01:04f8:0161:61f;1;18
2a01:04f8:0161:704;1;18
2a01:04f8:0161:948;1;18
2a01:04f8:0162:04e;1;18
2a01:04f8:0162:0ff;1;18
2a01:04f8:0162:202;1;18
2a01:04f8:0162:53c;1;18
2a01:04f8:0162:70c;1;18
2a01:04f8:0171:0b8;1;18
2a01:04f8:0190:330;1;18
2a01:04f8:0190:61a;1;18
2a01:04f8:0190:62e;1;18
2a01:04f8:0190:62f;1;18
2a01:04f8:0190:649;1;18
2a01:04f8:0191:417;1;18
2a01:04f8:0191:504;1;18
2a01:04f8:0191:625;1;18
2a01:04f8:0191:828;2;18
2a01:04f8:0192:04a;1;18
2a01:04f8:0192:22f;1;18
2a01:04f8:0192:310;1;18
2a01:04f8:0192:402;1;18
2a01:04f8:0192:449;1;18
2a01:04f8:0192:53e;1;18
2a01:04f8:0192:54f;1;18
2a01:04f8:0192:603;1;18
2a01:04f8:0192:744;1;18
2a01:04f8:01ba:0c0;1;18
2a01:04f8:01bb:030;1;18
2a01:04f8:0200:120;1;18
2a01:04f8:0200:145;1;18
2a01:04f8:0200:32a;1;18
2a01:04f8:0200:344;1;18
2a01:04f8:0200:431;1;18
2a01:04f8:0200:503;1;18
2a01:04f8:0200:838;1;18
2a01:04f8:0200:914;1;18
2a01:04f8:0201:00b;1;18
2a01:04f8:0201:048;1;18
2a01:04f8:0201:117;1;18
2a01:04f8:0201:424;2;18
2a01:04f8:0201:43c;1;18
2a01:04f8:0201:529;1;18
2a01:04f8:0201:548;1;18
2a01:04f8:0201:620;1;18
2a01:04f8:0201:73c;1;18
2a01:04f8:0202:104;1;18
2a01:04f8:0202:344;1;18
2a01:04f8:0202:426;1;18
2a01:04f8:0202:62a;1;18
2a01:04f8:0210:13a;1;18
2a01:04f8:0210:248;1;18
2a01:04f8:0210:30f;1;18
2a01:04f8:0210:548;1;18
2a01:04f8:0211:0ac;1;18
2a01:04f8:0211:13e;1;18
2a01:04f8:0211:18c;1;18
2a01:04f8:0211:1e2;1;18
2a01:04f8:0211:230;1;18
2a01:04f8:0211:281;1;18
2a01:04f8:0d12:054;1;18
2a01:04f8:0d12:08c;1;18
2a01:04f8:0d13:074;1;18
2a01:04f8:0d13:2dc;1;18
2a01:04f8:0d15:1b8;1;18
2a01:04f8:0d16:104;1;18
2a01:04f8:0d16:3f9;1;18
2a01:04f8:0d16:50c;1;18
2a01:04f8:0d16:740;1;18
2a01:0578:0003:000;2;18
2a01:05c0:0000:000;1;18
2a01:0618:8009:000;1;18
2a01:0648:0000:000;4;18
2a01:0688:0004:006;1;18
2a01:0728:0400:000;1;18
2a01:07a0:0002:000;1;18
2a01:07c8:00eb:000;6;18
2a01:07c8:1337:000;1;18
2a01:07c8:aab0:000;1;18
2a01:07c8:aab0:040;1;18
2a01:07e0:0000:000;1;18
2a01:0e0b:0001:013;1;18
2a01:0e0d:0001:000;2;18
2a01:0e34:ec07:573;1;18
2a01:0e34:ee8b:8cc;1;18
2a01:0e35:1386:d79;1;18
2a01:0e35:2431:c5d;1;18
2a01:0e35:2e1f:f2e;1;18
2a01:0e35:2e2a:64a;1;18
2a01:0e35:2f0d:c75;1;18
2a01:0e35:8a3d:91e;1;18
2a01:0e35:8a54:9f2;1;18
2a01:0e35:8a6b:5eb;1;18
2a01:0e35:8b83:cae;1;18
2a01:0e35:8bb7:3c6;1;18
2a01:0e35:8bf8:07e;1;18
2a01:4dc0:0000:4f0;2;18
2a01:51c0:1000:002;1;18
2a01:5200:07a3:000;1;18
2a01:5580:fffd:000;1;18
2a01:5740:0139:320;1;18
2a01:5b40:0000:008;1;18
2a01:6600:8081:290;1;18
2a01:7700:0000:302;1;18
2a01:7e00:0000:000;14;18
2a01:7e00:0001:000;1;18
2a01:7e01:0000:000;2;18
2a01:a580:0006:197;1;18
2a01:a580:0089:183;1;18
2a01:b000:0005:000;1;18
2a01:c9c0:00a3:000;1;18
2a02:0108:0301:000;1;18
2a02:0180:ffff:000;3;18
2a02:0248:0001:007;1;18
2a02:0248:0101:006;1;18
2a02:0298:0009:000;1;18
2a02:02e0:03fe:100;1;18
2a02:02e0:040c:fff;1;18
2a02:0348:0050:675;1;18
2a02:0348:008d:379;1;18
2a02:03e0:0000:000;1;18
2a02:04a8:ac24:010;1;18
2a02:04e8:0004:070;1;18
2a02:05a0:1fff:fff;2;18
2a02:05d8:0193:000;1;18
2a02:06d0:0000:050;1;18
2a02:0788:0013:000;1;18
2a02:0790:0003:000;6;18
2a02:0868:0011:010;1;18
2a02:0908:1578:9d8;1;18
2a02:0a00:e000:00e;1;18
2a02:0a60:0000:000;1;18
2a02:0ad0:0005:000;1;18
2a02:0af8:0002:340;1;18
2a02:0b30:01a2:005;1;18
2a02:0c98:ffff:f10;1;18
2a02:0cc8:0000:000;2;18
2a02:0cd0:0001:001;1;18
2a02:0d08:1001:011;1;18
2a02:0d40:0003:000;2;18
2a02:0d40:0004:000;1;18
2a02:0d40:0009:016;1;18
2a02:0e00:ffff:016;1;18
2a02:0e00:ffff:fff;1;18
2a02:0ed8:4444:000;1;18
2a02:0f28:0001:000;1;18
2a02:0f98:0000:000;1;18
2a02:0f98:0000:001;1;18
2a02:100e:bef8:000;2;18
2a02:1628:b17a:000;1;18
2a02:1668:1034:000;1;18
2a02:2028:0745:510;1;18
2a02:2028:d000:000;4;18
2a02:22f0:0003:bb9;1;18
2a02:24f8:1000:000;1;18
2a02:26f0:00b2:019;1;18
2a02:26f0:00dd:028;2;18
2a02:26f0:00e0:000;5;18
2a02:26f0:00e0:018;7;18
2a02:26f0:00e8:000;1;18
2a02:27d0:0100:000;1;18
2a02:2970:1002:000;1;18
2a02:29e8:0770:000;1;18
2a02:2b88:0001:000;2;18
2a02:74a0:a008:000;5;18
2a02:810b:0000:001;1;18
2a02:a81a:0002:000;1;18
2a02:c200:0000:001;3;18
2a02:c200:0001:001;4;18
2a02:cb40:0200:000;1;18
2a02:d180:4000:000;1;18
2a02:e980:000b:000;2;18
2a03:0e40:0042:000;1;18
2a03:2500:0002:000;1;18
2a03:2880:f004:001;1;18
2a03:2900:0002:000;19;18
2a03:2900:0007:000;6;18
2a03:2900:0007:004;1;18
2a03:2a00:1200:000;11;18
2a03:2a00:1400:000;5;18
2a03:3680:0000:000;1;18
2a03:3c00:a001:003;1;18
2a03:3c00:a002:016;1;18
2a03:3c00:a002:020;2;18
2a03:4000:0002:022;1;18
2a03:4000:0005:014;1;18
2a03:4000:0006:005;1;18
2a03:4000:0006:010;1;18
2a03:4000:0006:10b;1;18
2a03:4000:0006:213;1;18
2a03:4000:0006:304;1;18
2a03:4000:0006:503;1;18
2a03:4000:0006:509;1;18
2a03:4000:0006:700;1;18
2a03:4000:0006:808;1;18
2a03:4000:0006:809;1;18
2a03:4000:0006:b05;1;18
2a03:4000:0006:b09;1;18
2a03:4000:0006:d06;1;18
2a03:4000:0007:006;1;18
2a03:4000:0008:003;1;18
2a03:4000:000c:14b;1;18
2a03:4080:0010:000;1;18
2a03:44a0:0100:000;1;18
2a03:4900:0000:603;2;18
2a03:57e0:000d:000;1;18
2a03:6f00:0001:000;9;18
2a03:8180:1001:00b;5;18
2a03:8180:1401:00a;2;18
2a03:9700:8000:000;1;18
2a03:9800:0010:005;1;18
2a03:b0c0:0000:101;1;18
2a03:b0c0:0001:00d;1;18
2a03:b0c0:0003:00d;1;18
2a03:c980:0000:000;2;18
2a03:e280:0000:000;1;18
2a03:e581:0004:000;1;18
2a04:06c0:0004:000;1;18
2a04:4880:0000:000;1;18
2a04:7680:0d8f:016;1;18
2a04:cb41:a516:000;1;18
2a04:d140:0000:000;1;18
2a05:0f00:0214:011;1;18
2a05:2880:0000:000;1;18
2a05:3e00:0001:100;1;18
2a05:8b81:1000:004;1;18
2a05:d580:0000:133;20;18
2a05:d580:0000:200;2;18
2a06:1c40:0000:000;2;18
6c69:652d:6567:676;1;18
da1e:2353:0000:000;1;18
fe80:0000:0000:000;2;18
0000:0000:0000:0000;21;19
2000:1a50:0011:0000;1;19
2001:0000:0000:0000;1;19
2001:0240:bb81:0000;1;19
2001:02e8:060e:0000;1;19
2001:02e8:061a:0000;1;19
2001:02e8:0624:0000;1;19
2001:02e8:0669:0000;1;19
2001:0418:0001:0000;1;19
2001:0418:03fd:0000;1;19
2001:0470:0000:0062;2;19
2001:0470:0000:0076;1;19
2001:0470:0000:0081;1;19
2001:0470:0000:00ca;1;19
2001:0470:0000:00cb;1;19
2001:0470:0000:00cd;1;19
2001:0470:0000:013c;1;19
2001:0470:0000:0170;1;19
2001:0470:0000:019c;1;19
2001:0470:0000:019d;1;19
2001:0470:0000:01f3;1;19
2001:0470:0000:01f4;1;19
2001:0470:0000:022d;1;19
2001:0470:0001:0125;1;19
2001:0470:0001:03d7;1;19
2001:0470:0008:0270;1;19
2001:0470:0008:055b;1;19
2001:0470:0008:0975;1;19
2001:0470:000a:0a13;1;19
2001:0470:000b:02ca;1;19
2001:0470:001d:02fa;1;19
2001:0470:0071:071d;1;19
2001:0470:007c:037a;1;19
2001:0470:0113:0009;1;19
2001:0470:18dc:0000;1;19
2001:0470:1f05:0b76;1;19
2001:0470:1f06:0d6e;1;19
2001:0470:1f07:08e4;1;19
2001:0470:1f07:0d0b;1;19
2001:0470:1f08:0f9e;1;19
2001:0470:1f0a:0135;1;19
2001:0470:1f0a:0357;1;19
2001:0470:1f0b:0897;1;19
2001:0470:1f0e:0497;1;19
2001:0470:1f0e:0ccc;1;19
2001:0470:1f11:1102;1;19
2001:0470:1f1d:0275;1;19
2001:0470:51ec:0400;1;19
2001:0470:6c0f:8000;1;19
2001:0470:71bd:1700;1;19
2001:0470:72b2:0001;1;19
2001:0470:73ba:0000;1;19
2001:0470:7608:0001;1;19
2001:0470:8165:0001;2;19
2001:0470:8398:0001;1;19
2001:0470:8dcc:0512;1;19
2001:0470:94de:0001;1;19
2001:0470:c026:0000;1;19
2001:0470:e254:0000;1;19
2001:0470:e2a6:0001;1;19
2001:0470:f16c:0001;1;19
2001:04b0:1668:2211;1;19
2001:04f8:0000:0002;1;19
2001:04f8:0003:0036;1;19
2001:04f8:0003:003d;1;19
2001:04f8:fff7:0001;1;19
2001:0500:0004:0013;1;19
2001:05e8:ffff:0001;1;19
2001:0608:0000:1007;1;19
2001:0608:0002:0a00;1;19
2001:0630:0012:0500;1;19
2001:0638:0508:0100;1;19
2001:0638:0603:d069;3;19
2001:0638:0603:d0cf;1;19
2001:0638:0603:d132;1;19
2001:0638:0708:30e0;1;19
2001:0638:0807:0204;1;19
2001:0638:0904:ffbf;1;19
2001:0638:0906:0002;1;19
2001:0660:4749:0000;1;19
2001:0660:6202:0001;1;19
2001:0660:7401:0211;1;19
2001:0660:7401:0213;1;19
2001:067c:003c:0003;1;19
2001:067c:0058:0d04;1;19
2001:067c:013c:0000;1;19
2001:067c:0140:000d;1;19
2001:067c:02a4:0708;1;19
2001:067c:02e8:0022;1;19
2001:067c:038c:0000;3;19
2001:067c:03c0:0012;1;19
2001:067c:06fc:0000;1;19
2001:067c:1148:0500;1;19
2001:067c:1320:0002;1;19
2001:067c:13b0:0000;1;19
2001:067c:1401:2082;1;19
2001:067c:1740:9004;1;19
2001:067c:21cc:2000;1;19
2001:067c:21cc:2232;1;19
2001:067c:2218:0030;2;19
2001:067c:2294:1000;1;19
2001:067c:274c:0020;1;19
2001:067c:28fc:0195;3;19
2001:0680:0000:0024;1;19
2001:0690:0a00:1037;1;19
2001:06b0:000b:0242;1;19
2001:06c8:3f01:0000;1;19
2001:06f8:0900:0456;1;19
2001:06f8:0900:09b3;1;19
2001:06f8:0900:0a7f;1;19
2001:06f8:091b:0000;1;19
2001:06f8:10eb:0000;1;19
2001:06f8:1122:0000;1;19
2001:0700:0300:1900;1;19
2001:0700:0300:2000;1;19
2001:0720:1014:000a;1;19
2001:0720:121c:e000;1;19
2001:0720:1410:0000;1;19
2001:0780:0101:ff00;1;19
2001:0780:0106:0000;1;19
2001:07a8:0000:fe01;1;19
2001:07a8:0001:0046;1;19
2001:07b8:0604:0402;1;19
2001:07c0:0705:0000;1;19
2001:0810:0000:0002;1;19
2001:0828:0425:0000;1;19
2001:0840:0000:0001;1;19
2001:0840:4245:0000;1;19
2001:0868:0000:0184;2;19
2001:0888:0000:0018;1;19
2001:08b0:0000:0030;1;19
2001:08b0:fa14:e470;1;19
2001:08b0:ffea:0000;1;19
2001:08d8:0802:2f39;1;19
2001:08d8:0802:e740;1;19
2001:08d8:0803:5b79;1;19
2001:08d8:080d:29bb;1;19
2001:08d8:0810:fd51;1;19
2001:08d8:0811:11cf;1;19
2001:08d8:0811:a92e;1;19
2001:08d8:0811:e33a;1;19
2001:08d8:081a:fa03;1;19
2001:08d8:0820:0100;1;19
2001:08d8:0820:e9aa;1;19
2001:08d8:0822:85a8;1;19
2001:08d8:0834:d8ce;1;19
2001:08d8:0835:0fd5;1;19
2001:08d8:0835:7ba2;1;19
2001:08d8:0836:0642;1;19
2001:08d8:0836:4a65;1;19
2001:08d8:0838:6c00;1;19
2001:08d8:0838:add0;1;19
2001:08d8:0839:2200;1;19
2001:08d8:083c:4dae;1;19
2001:08d8:0840:522f;1;19
2001:08d8:0842:e50a;1;19
2001:08d8:0843:7c79;1;19
2001:08d8:0847:f100;1;19
2001:08d8:0848:da00;1;19
2001:08d8:0849:e600;1;19
2001:08d8:084d:4b00;1;19
2001:08d8:084e:a100;1;19
2001:08d8:0850:3740;1;19
2001:08d8:0851:1d00;1;19
2001:08d8:0852:e100;1;19
2001:08d8:0854:d200;1;19
2001:08d8:0855:3ecc;1;19
2001:08d8:0855:5600;1;19
2001:08d8:0861:0314;1;19
2001:08d8:0861:b8ee;1;19
2001:08d8:0863:3a00;1;19
2001:08d8:0864:b300;1;19
2001:08d8:0867:2e00;1;19
2001:08d8:0869:3c69;1;19
2001:08d8:086a:7500;1;19
2001:08d8:086b:6400;1;19
2001:08d8:086b:9c91;1;19
2001:08d8:086b:ca00;1;19
2001:08d8:086c:7a05;1;19
2001:08d8:086c:8e00;1;19
2001:08d8:086c:da63;1;19
2001:08d8:086e:ab00;1;19
2001:08d8:0870:abfe;1;19
2001:08d8:0870:b700;1;19
2001:08d8:0870:e100;1;19
2001:08d8:0871:df21;1;19
2001:08d8:0873:5c00;1;19
2001:08d8:0873:6300;1;19
2001:08d8:0874:5911;1;19
2001:08d8:0877:1858;1;19
2001:08d8:0879:2300;1;19
2001:08d8:0879:9100;1;19
2001:08d8:087a:4000;1;19
2001:08d8:087b:6b00;1;19
2001:08d8:087b:cf00;1;19
2001:08d8:087c:be00;1;19
2001:08d8:087d:7c00;1;19
2001:08d8:087e:0c00;1;19
2001:08d8:0880:1200;1;19
2001:08d8:0881:0e00;1;19
2001:08d8:0884:cc5a;1;19
2001:08d8:0884:f600;1;19
2001:08d8:0889:0600;1;19
2001:08d8:088b:af00;1;19
2001:08d8:088e:842c;1;19
2001:08d8:088f:0400;1;19
2001:08d8:0892:3500;1;19
2001:08d8:0893:9bad;1;19
2001:08d8:0893:a00f;1;19
2001:08d8:0894:591b;1;19
2001:08d8:0895:4400;1;19
2001:08d8:0899:0300;1;19
2001:08d8:0899:6200;1;19
2001:08d8:089b:43d1;1;19
2001:08d8:08a3:80e1;1;19
2001:08d8:08a3:9305;1;19
2001:08d8:08a3:ab00;1;19
2001:08d8:08a8:0cfb;1;19
2001:08d8:08a9:108c;1;19
2001:08d8:08ad:4700;1;19
2001:08d8:08ae:8ae4;1;19
2001:08d8:08ae:9a00;1;19
2001:08d8:08af:d177;1;19
2001:08d8:08af:d654;1;19
2001:08d8:08b0:3672;1;19
2001:08d8:08b1:1dc0;1;19
2001:08d8:08b1:bd02;1;19
2001:08d8:08b1:eec6;1;19
2001:08d8:08b2:9b61;1;19
2001:08d8:08b5:1925;1;19
2001:08d8:08b5:20b0;1;19
2001:08d8:08b5:2791;1;19
2001:08d8:08b6:7595;1;19
2001:08d8:08b6:eb00;1;19
2001:08d8:08be:6100;1;19
2001:08d8:08bf:0ca9;1;19
2001:08d8:08f3:5e00;1;19
2001:08d8:08f6:ee00;1;19
2001:08d8:08fa:6a00;1;19
2001:08d8:08fc:5e00;1;19
2001:08d8:08fe:4400;1;19
2001:08d8:0904:c600;1;19
2001:08d8:0907:1900;1;19
2001:08d8:0909:d372;1;19
2001:08d8:0909:eb00;1;19
2001:08d8:090b:5600;1;19
2001:08d8:090d:1700;1;19
2001:08d8:090e:ec00;1;19
2001:08d8:090e:f000;1;19
2001:08d8:090f:ce00;1;19
2001:08d8:0910:6700;1;19
2001:08d8:0914:f410;1;19
2001:08d8:0915:2c00;1;19
2001:08d8:0917:2a6b;1;19
2001:08d8:0917:3f41;1;19
2001:08d8:0918:4300;1;19
2001:08d8:091a:10cd;1;19
2001:08d8:091a:c40e;1;19
2001:08d8:091a:cf2b;1;19
2001:08d8:091a:d200;1;19
2001:08d8:091b:0b00;1;19
2001:08d8:091b:6632;1;19
2001:08d8:091b:7208;1;19
2001:08d8:091b:7400;1;19
2001:08d8:091b:a400;1;19
2001:08d8:091b:e700;1;19
2001:08d8:091e:8576;1;19
2001:08d8:091f:f50a;1;19
2001:08d8:0921:3d00;1;19
2001:08d8:0921:a94e;1;19
2001:08d8:0922:9600;1;19
2001:08d8:0922:c400;1;19
2001:08d8:0923:1530;1;19
2001:08d8:0924:a800;1;19
2001:08d8:0925:035e;1;19
2001:08d8:0925:bb00;1;19
2001:08d8:0930:6c00;1;19
2001:08d8:0931:7400;1;19
2001:08d8:0932:b08a;1;19
2001:08d8:0932:d8f1;1;19
2001:08d8:0933:2700;1;19
2001:08d8:0938:c700;1;19
2001:08d8:0942:ef00;1;19
2001:08d8:094d:a500;1;19
2001:08d8:0959:8e22;1;19
2001:08d8:095a:4000;1;19
2001:08d8:095a:9900;1;19
2001:08d8:095a:ea00;1;19
2001:08d8:095b:63ef;1;19
2001:08d8:0963:9f8c;1;19
2001:08d8:0964:c300;1;19
2001:08d8:0965:8d00;1;19
2001:08d8:0966:1a7e;1;19
2001:08d8:0966:2400;1;19
2001:08d8:0990:2700;1;19
2001:08d8:0990:8b58;1;19
2001:08d8:0990:eb00;1;19
2001:08d8:0991:8d4f;1;19
2001:08d8:1000:000c;1;19
2001:08d8:1000:000f;1;19
2001:08d8:1000:001b;1;19
2001:08d8:1000:0022;1;19
2001:08d8:1000:002a;1;19
2001:08d8:1000:002f;2;19
2001:08d8:1000:0037;1;19
2001:08d8:1000:0039;1;19
2001:08d8:1000:003d;2;19
2001:08d8:1000:0057;5;19
2001:08d8:1000:005d;2;19
2001:08d8:1000:005e;3;19
2001:08d8:1000:005f;3;19
2001:08d8:1000:0061;2;19
2001:08d8:1000:0067;1;19
2001:08d8:1000:006c;1;19
2001:08d8:1000:0077;4;19
2001:08d8:1000:0079;1;19
2001:08d8:1000:0082;1;19
2001:08d8:1000:0089;1;19
2001:08d8:1000:0097;3;19
2001:08d8:1000:0099;2;19
2001:08d8:1000:009d;1;19
2001:08d8:1000:00a9;3;19
2001:08d8:1000:00ac;1;19
2001:08d8:1000:00ae;3;19
2001:08d8:1000:00b5;2;19
2001:08d8:1000:00bc;1;19
2001:08d8:1000:00cd;4;19
2001:08d8:1000:00d6;1;19
2001:08d8:1000:00e6;1;19
2001:08d8:1000:00f0;1;19
2001:08d8:1000:00f5;2;19
2001:08d8:1000:00f7;2;19
2001:08d8:1000:00f8;1;19
2001:08d8:1000:00fc;6;19
2001:08d8:1000:1007;2;19
2001:08d8:1000:100c;4;19
2001:08d8:1000:1010;2;19
2001:08d8:1000:1018;1;19
2001:08d8:1000:1021;1;19
2001:08d8:1000:1024;3;19
2001:08d8:1000:102f;2;19
2001:08d8:1000:1030;1;19
2001:08d8:1000:1031;1;19
2001:08d8:1000:1039;2;19
2001:08d8:1000:103a;1;19
2001:08d8:1000:104d;1;19
2001:08d8:1000:104f;2;19
2001:08d8:1000:1053;1;19
2001:08d8:1000:105a;2;19
2001:08d8:1000:106e;1;19
2001:08d8:1000:1072;2;19
2001:08d8:1000:107f;1;19
2001:08d8:1000:1087;1;19
2001:08d8:1000:108e;2;19
2001:08d8:1000:109a;2;19
2001:08d8:1000:109b;1;19
2001:08d8:1000:10a3;1;19
2001:08d8:1000:10a6;1;19
2001:08d8:1000:10a8;2;19
2001:08d8:1000:10b1;1;19
2001:08d8:1000:10b4;1;19
2001:08d8:1000:10b6;1;19
2001:08d8:1000:10d3;4;19
2001:08d8:1000:10ef;1;19
2001:08d8:1000:10f2;3;19
2001:08d8:1000:10f3;2;19
2001:08d8:1000:2003;1;19
2001:08d8:1000:2014;1;19
2001:08d8:1000:2020;1;19
2001:08d8:1000:2022;2;19
2001:08d8:1000:202e;2;19
2001:08d8:1000:2033;2;19
2001:08d8:1000:203a;2;19
2001:08d8:1000:2047;2;19
2001:08d8:1000:204a;2;19
2001:08d8:1000:204e;1;19
2001:08d8:1000:2055;1;19
2001:08d8:1000:2057;1;19
2001:08d8:1000:2059;3;19
2001:08d8:1000:2068;2;19
2001:08d8:1000:2075;1;19
2001:08d8:1000:207a;3;19
2001:08d8:1000:2083;3;19
2001:08d8:1000:208d;1;19
2001:08d8:1000:2091;3;19
2001:08d8:1000:2099;1;19
2001:08d8:1000:20a0;1;19
2001:08d8:1000:20a6;1;19
2001:08d8:1000:20c0;2;19
2001:08d8:1000:20c2;1;19
2001:08d8:1000:20c5;1;19
2001:08d8:1000:20cc;2;19
2001:08d8:1000:20dd;2;19
2001:08d8:1000:20de;1;19
2001:08d8:1000:20ea;1;19
2001:08d8:1000:20ef;1;19
2001:08d8:1000:20f1;3;19
2001:08d8:1000:20fc;1;19
2001:08d8:1000:3000;1;19
2001:08d8:1000:3003;1;19
2001:08d8:1000:3011;1;19
2001:08d8:1000:301d;1;19
2001:08d8:1000:301f;1;19
2001:08d8:1000:3025;3;19
2001:08d8:1000:3029;5;19
2001:08d8:1000:302c;4;19
2001:08d8:1000:3031;2;19
2001:08d8:1000:3034;4;19
2001:08d8:1000:3037;5;19
2001:08d8:1000:3038;1;19
2001:08d8:1000:3039;1;19
2001:08d8:1000:3058;1;19
2001:08d8:1000:305d;1;19
2001:08d8:1000:305f;8;19
2001:08d8:1000:3062;2;19
2001:08d8:1000:306b;3;19
2001:08d8:1000:306f;1;19
2001:08d8:1000:3072;1;19
2001:08d8:1000:3078;1;19
2001:08d8:1000:3081;1;19
2001:08d8:1000:308e;1;19
2001:08d8:1000:3093;5;19
2001:08d8:1000:3096;2;19
2001:08d8:1000:30a4;1;19
2001:08d8:1000:30a9;2;19
2001:08d8:1000:30aa;2;19
2001:08d8:1000:30c2;1;19
2001:08d8:1000:30ca;1;19
2001:08d8:1000:30d1;1;19
2001:08d8:1000:30d4;1;19
2001:08d8:1000:30e0;2;19
2001:08d8:1000:30f1;1;19
2001:08d8:1000:30f5;2;19
2001:08d8:1000:30f6;2;19
2001:08d8:1000:30fb;1;19
2001:08d8:1000:30fd;2;19
2001:08d8:1000:30ff;1;19
2001:08d8:1000:4005;1;19
2001:08d8:1000:400d;2;19
2001:08d8:1000:4017;1;19
2001:08d8:1000:4018;2;19
2001:08d8:1000:401b;2;19
2001:08d8:1000:4022;3;19
2001:08d8:1000:4023;1;19
2001:08d8:1000:4026;1;19
2001:08d8:1000:4027;2;19
2001:08d8:1000:4029;1;19
2001:08d8:1000:4035;1;19
2001:08d8:1000:404e;1;19
2001:08d8:1000:4054;2;19
2001:08d8:1000:4057;4;19
2001:08d8:1000:405f;2;19
2001:08d8:1000:4061;1;19
2001:08d8:1000:406d;3;19
2001:08d8:1000:406e;1;19
2001:08d8:1000:4071;1;19
2001:08d8:1000:4078;5;19
2001:08d8:1000:407b;2;19
2001:08d8:1000:407f;1;19
